County_FIPS,Name,NAICS_Code,Description,Year,Total_Establishments
36067,"Onondaga County, New York",423810,Construction and mining (except oil well) machinery and equipment merchant wholesalers,2012,16
36067,"Onondaga County, New York",42382,Farm and garden machinery and equipment merchant wholesalers,2012,3
36067,"Onondaga County, New York",423820,Farm and garden machinery and equipment merchant wholesalers,2012,3
36067,"Onondaga County, New York",4238201,Farm machinery and equipment merchant wholesalers- farm dealers,2012,1
36067,"Onondaga County, New York",4238202,Farm machinery and equipment merchant wholesalers- wholesale distributors,2012,1
36067,"Onondaga County, New York",4238203,Lawn and garden machinery and equipment merchant wholesalers,2012,1
36067,"Onondaga County, New York",42383,Industrial machinery and equipment merchant wholesalers,2012,55
36067,"Onondaga County, New York",423830,Industrial machinery and equipment merchant wholesalers,2012,55
36067,"Onondaga County, New York",4238301,Food-processing machinery and equipment merchant wholesalers,2012,2
36067,"Onondaga County, New York",4238302,Hydraulic and pneumatic (fluid-power) machinery and equipment merchant wholesalers,2012,7
36067,"Onondaga County, New York",42383021,Hydraulic and pneumatic pumps and motors merchant wholesalers,2012,2
36067,"Onondaga County, New York",42383022,"Hydraulic and pneumatic parts, accessories, and supplies merchant wholesalers",2012,5
36067,"Onondaga County, New York",4238303,General-purpose industrial machinery and equipment merchant wholesalers,2012,20
36067,"Onondaga County, New York",4238304,Metalworking machinery and equipment merchant wholesalers,2012,2
36067,"Onondaga County, New York",4238305,Materials handling equipment merchant wholesalers,2012,12
36067,"Onondaga County, New York",4238307,Other industrial machinery and equipment merchant wholesalers,2012,12
36067,"Onondaga County, New York",42384,Industrial supplies merchant wholesalers,2012,15
36067,"Onondaga County, New York",423840,Industrial supplies merchant wholesalers,2012,15
36067,"Onondaga County, New York",4238401,General-line industrial supplies merchant wholesalers,2012,2
36067,"Onondaga County, New York",4238402,Mechanical power transmission supplies merchant wholesalers,2012,1
36067,"Onondaga County, New York",4238403,Welding supplies merchant wholesalers,2012,1
36067,"Onondaga County, New York",4238404,Industrial containers and supplies merchant wholesalers,2012,3
36067,"Onondaga County, New York",4238405,Industrial valves and fittings (except fluid-power) merchant wholesalers,2012,1
36067,"Onondaga County, New York",4238406,Other industrial supplies merchant wholesalers,2012,7
36067,"Onondaga County, New York",42385,Service establishment equipment and supplies merchant wholesalers,2012,11
36067,"Onondaga County, New York",423850,Service establishment equipment and supplies merchant wholesalers,2012,11
36067,"Onondaga County, New York",4238501,Beauty and barber shop equipment and supplies merchant wholesalers,2012,4
36067,"Onondaga County, New York",4238502,Custodial and janitors' equipment and supplies merchant wholesalers,2012,2
36067,"Onondaga County, New York",4238503,Laundry and dry-cleaning equipment and supplies merchant wholesalers,2012,1
36067,"Onondaga County, New York",4238504,Other service establishment equipment and supplies merchant wholesalers,2012,4
36067,"Onondaga County, New York",42386,Transportation equipment and supplies (except motor vehicle) merchant wholesalers,2012,1
36067,"Onondaga County, New York",423860,Transportation equipment and supplies (except motor vehicle) merchant wholesalers,2012,1
