State_FIPS,County_FIPS,State,County,Poverty_Est_All_Ages,Poverty_Per_All_Ages,Poverty_Est_Age_0-17,Poverty_Per_Age_ 0-17,Poverty_Est_Age_5-17,Poverty_Per_Age_5-17,Med_HH_Inc
18,73,IN,Jasper County,"3,340",10.3,"1,107",13.9,780,13,"55,190"
18,75,IN,Jay County,"4,154",19.9,"1,880",35.2,"1,143",29.5,"38,663"
18,77,IN,Jefferson County,"4,913",16.2,"1,678",25.4,"1,007",20.7,"45,964"
18,79,IN,Jennings County,"4,814",17.5,"1,450",22.2,977,20.2,"43,783"
18,81,IN,Johnson County,"14,711",10.2,"4,854",13.2,"3,154",11.6,"58,833"
18,83,IN,Knox County,"6,141",17.4,"1,887",24.3,"1,268",23.5,"44,077"
18,85,IN,Kosciusko County,"9,235",12,"3,155",16.7,"2,123",15.3,"54,068"
18,87,IN,Lagrange County,"4,146",10.9,"2,096",16.6,"1,490",16.7,"52,003"
18,89,IN,Lake County,"85,233",17.6,"32,132",27.3,"21,214",24.4,"50,774"
18,91,IN,La Porte County,"18,671",17.9,"6,895",28.9,"4,543",26.2,"46,243"
18,93,IN,Lawrence County,"5,622",12.5,"1,935",19.3,"1,356",18.1,"45,232"
18,95,IN,Madison County,"20,564",16.7,"6,506",23.4,"4,539",22.3,"44,730"
18,97,IN,Marion County,"194,803",21.3,"71,575",31.4,"46,061",29.2,"42,700"
18,99,IN,Marshall County,"5,041",10.9,"1,854",15.8,"1,270",14.5,"52,508"
18,101,IN,Martin County,"1,351",13.5,432,18.8,294,17.3,"48,381"
18,103,IN,Miami County,"5,543",17.1,"1,763",23.3,"1,175",20.5,"41,065"
18,105,IN,Monroe County,"30,812",24,"4,283",19,"2,651",16.4,"43,841"
18,107,IN,Montgomery County,"4,544",12.3,"1,607",18.5,"1,111",17.6,"46,945"
18,109,IN,Morgan County,"7,917",11.5,"2,826",17.6,"1,920",15.8,"54,849"
18,111,IN,Newton County,"1,607",11.5,549,17.9,371,15.8,"51,285"
18,113,IN,Noble County,"5,159",11.1,"1,963",16.5,"1,336",15,"50,997"
18,115,IN,Ohio County,659,11.1,199,16.9,135,15,"51,403"
18,117,IN,Orange County,"3,463",18,"1,259",28.1,882,25.9,"39,572"
18,119,IN,Owen County,"3,180",15.4,"1,059",23.9,738,21.5,"46,001"
18,121,IN,Parke County,"2,719",17.5,945,25.9,647,24.8,"42,056"
18,123,IN,Perry County,"2,754",15.5,773,19.5,531,18.3,"44,623"
18,125,IN,Pike County,"1,393",11.3,453,16.9,304,15.2,"47,217"
18,127,IN,Porter County,"16,369",10,"4,930",13.2,"3,333",11.8,"63,030"
18,129,IN,Posey County,"2,703",10.7,778,13.6,529,12.5,"59,975"
18,131,IN,Pulaski County,"1,806",14.2,627,21.7,449,20.6,"43,770"
18,133,IN,Putnam County,"4,341",13.5,"1,277",17.9,870,16.1,"49,467"
18,135,IN,Randolph County,"4,003",16.1,"1,384",23.7,942,21.7,"41,577"
18,137,IN,Ripley County,"2,980",10.7,"1,087",16,769,15.1,"52,491"
18,139,IN,Rush County,"2,387",14.4,796,20.8,540,18.7,"47,418"
18,141,IN,St. Joseph County,"44,228",17.2,"16,615",26.5,"11,183",24.6,"46,388"
18,143,IN,Scott County,"4,106",17.6,"1,429",27,999,25.7,"41,649"
18,145,IN,Shelby County,"5,142",11.8,"1,657",16.5,"1,123",15.1,"54,831"
18,147,IN,Spencer County,"1,908",9.3,590,12.8,401,11.6,"54,468"
18,149,IN,Starke County,"3,552",15.5,"1,235",23.6,870,22.2,"43,740"
18,151,IN,Steuben County,"4,208",12.8,"1,363",19.3,893,16.6,"50,078"
18,153,IN,Sullivan County,"3,158",16.9,901,21.8,609,20,"43,933"
18,155,IN,Switzerland County,"1,793",17.4,714,28.2,493,26.1,"47,606"
18,157,IN,Tippecanoe County,"37,311",22.1,"7,562",20.3,"4,666",18,"46,276"
18,159,IN,Tipton County,"1,448",9.5,428,13.3,293,11.5,"55,008"
18,161,IN,Union County,988,13.8,352,21.7,233,18,"47,410"
18,163,IN,Vanderburgh County,"30,984",17.7,"9,893",25.4,"6,168",22.4,"42,622"
18,165,IN,Vermillion County,"2,135",13.9,682,20.1,455,17.8,"44,388"
18,167,IN,Vigo County,"19,910",20.2,"6,100",28,"4,450",28.8,"41,260"
18,169,IN,Wabash County,"4,621",15.2,"1,411",21.3,934,18.9,"45,151"
18,171,IN,Warren County,811,9.9,298,16.3,200,14.8,"55,925"
18,173,IN,Warrick County,"4,926",8.2,"1,644",11.1,"1,135",10,"65,793"
18,175,IN,Washington County,"4,455",16.2,"1,598",25,"1,072",22.2,"43,573"
18,177,IN,Wayne County,"11,570",17.8,"3,886",26.3,"2,622",24.8,"40,929"
18,179,IN,Wells County,"2,916",10.7,"1,034",15.8,708,14.9,"51,182"
18,181,IN,White County,"2,680",11.2,"1,000",17.9,725,17.8,"50,731"
18,183,IN,Whitley County,"3,088",9.4,"1,006",13.2,717,12.6,"59,266"
19,0,IA,Iowa,"368,678",12.3,"110,382",15.5,"74,948",14.5,"53,816"
19,1,IA,Adair County,751,10.3,251,15.5,170,13.5,"48,216"
19,3,IA,Adams County,466,12.2,155,18.9,113,19.9,"51,929"
19,5,IA,Allamakee County,"1,701",12.4,593,19.1,422,18.8,"45,229"
19,7,IA,Appanoose County,"2,191",17.5,706,25.4,482,24,"40,422"
19,9,IA,Audubon County,626,11.1,195,16.9,132,14.9,"50,014"
19,11,IA,Benton County,"2,220",8.8,704,11.7,463,10.2,"61,931"
19,13,IA,Black Hawk County,"18,419",14.5,"4,859",17.4,"3,250",16.4,"51,331"
19,15,IA,Boone County,"2,671",10.4,743,13.1,508,12.1,"54,186"
19,17,IA,Bremer County,"1,734",7.6,360,6.8,227,5.7,"62,438"
19,19,IA,Buchanan County,"2,208",10.7,855,15.7,597,15,"55,781"
19,21,IA,Buena Vista County,"2,415",12.4,893,17.6,618,17.4,"50,719"
19,23,IA,Butler County,"1,454",9.9,434,12.5,298,11.7,"52,273"
19,25,IA,Calhoun County,"1,261",13.7,336,16.7,228,15.6,"49,456"
19,27,IA,Carroll County,"2,001",9.9,573,11.8,388,11.1,"52,367"
19,29,IA,Cass County,"1,717",13.1,557,18.7,393,17.7,"46,159"
19,31,IA,Cedar County,"1,432",7.9,407,9.8,268,8.5,"61,423"
19,33,IA,Cerro Gordo County,"5,047",12,"1,307",15.1,879,14,"49,569"
19,35,IA,Cherokee County,"1,099",9.6,346,14.2,239,13.8,"52,894"
19,37,IA,Chickasaw County,"1,183",9.8,406,14.2,276,13,"50,788"
19,39,IA,Clarke County,"1,305",14.4,451,20.5,303,19.1,"45,413"
19,41,IA,Clay County,"1,858",11.5,595,16.1,393,14.3,"51,514"
19,43,IA,Clayton County,"1,878",10.8,648,16.8,438,15.4,"49,018"
19,45,IA,Clinton County,"6,050",12.9,"1,950",18.3,"1,268",16.4,"48,528"
19,47,IA,Crawford County,"1,965",11.6,699,16.4,487,16.2,"50,370"
19,49,IA,Dallas County,"4,745",6.2,"1,554",7.1,"1,052",6.8,"79,173"
19,51,IA,Davis County,"1,330",15.4,619,24.7,466,25.8,"46,750"
19,53,IA,Decatur County,"1,586",21.3,471,26.6,335,24.7,"36,742"
19,55,IA,Delaware County,"1,532",8.9,498,12.3,348,11.3,"55,958"
19,57,IA,Des Moines County,"6,208",15.7,"2,171",24,"1,398",21.1,"45,292"
19,59,IA,Dickinson County,"1,234",7.4,332,10.4,219,9.3,"56,551"
19,61,IA,Dubuque County,"10,654",11.5,"2,976",13.6,"1,973",12.4,"55,320"
19,63,IA,Emmet County,"1,074",11.3,352,17.4,247,16.8,"47,342"
19,65,IA,Fayette County,"2,807",14.4,779,18.4,540,17.7,"45,522"
19,67,IA,Floyd County,"2,010",12.7,666,18.2,449,16.5,"48,292"
19,69,IA,Franklin County,"1,234",12.1,434,18.5,313,17.9,"51,045"
19,71,IA,Fremont County,804,11.7,255,17,177,15.8,"54,154"
19,73,IA,Greene County,"1,192",13.2,367,17.7,253,16,"49,125"
19,75,IA,Grundy County,812,6.7,247,8.7,173,8.2,"61,215"
19,77,IA,Guthrie County,"1,304",12.4,340,14.6,233,13.2,"49,507"
19,79,IA,Hamilton County,"1,400",9.4,527,15.6,378,14.8,"53,691"
19,81,IA,Hancock County,914,8.4,312,12.7,217,11.6,"57,682"
19,83,IA,Hardin County,"1,916",11.7,641,18.7,444,17.5,"53,277"
19,85,IA,Harrison County,"1,540",11,473,14.8,326,13.6,"52,824"
19,87,IA,Henry County,"2,487",13.3,787,17.8,534,16.7,"50,347"
19,89,IA,Howard County,"1,124",12.1,406,17.4,288,17,"49,837"
19,91,IA,Humboldt County,956,10.1,324,15,220,13.4,"49,696"
19,93,IA,Ida County,754,10.9,242,14.7,166,14.5,"53,905"
19,95,IA,Iowa County,"1,211",7.5,352,9.4,240,8.7,"58,234"
19,97,IA,Jackson County,"2,172",11.3,723,17.1,503,15.8,"50,299"
19,99,IA,Jasper County,"3,923",11.2,"1,155",14.1,787,12.8,"52,750"
19,101,IA,Jefferson County,"2,673",16.9,603,21.1,413,19.7,"41,094"
19,103,IA,Johnson County,"21,391",15.9,"3,228",11.3,"2,201",11.1,"59,946"
19,105,IA,Jones County,"2,232",11.6,608,14,421,12.9,"51,558"
19,107,IA,Keokuk County,"1,362",13.5,428,18.4,295,17.5,"48,316"
19,109,IA,Kossuth County,"1,442",9.6,427,13.1,287,11.8,"52,967"
19,111,IA,Lee County,"5,991",17.7,"1,811",24.4,"1,198",22.9,"44,719"
19,113,IA,Linn County,"19,779",9.3,"5,989",11.8,"4,193",11.4,"62,700"
19,115,IA,Louisa County,"1,216",11.1,382,15,255,13.1,"50,924"
19,117,IA,Lucas County,"1,376",16,487,24.6,344,23.1,"42,582"
19,119,IA,Lyon County,906,7.9,316,9.7,216,9,"61,750"
19,121,IA,Madison County,"1,357",8.8,399,10,273,8.9,"62,230"
19,123,IA,Mahaska County,"2,797",12.9,856,16.4,571,14.9,"48,584"
19,125,IA,Marion County,"3,538",11.1,"1,001",12.6,645,10.9,"57,046"
19,127,IA,Marshall County,"5,113",13,"1,814",18.2,"1,212",17,"50,244"
19,129,IA,Mills County,"1,384",9.7,444,12.7,301,11.4,"59,399"
19,131,IA,Mitchell County,"1,209",11.5,418,16.5,295,15.3,"52,616"
19,133,IA,Monona County,"1,254",14.3,362,19.2,251,17.7,"43,178"
19,135,IA,Monroe County,916,11.7,338,18.3,237,16.9,"44,705"
19,137,IA,Montgomery County,"1,961",19.3,681,29.6,368,21.6,"42,046"
19,139,IA,Muscatine County,"4,799",11.4,"1,748",16.5,"1,181",15.3,"54,441"
19,141,IA,O'Brien County,"1,417",10.3,458,14.1,297,12.3,"55,968"
19,143,IA,Osceola County,557,9.1,211,14.9,151,14.4,"51,423"
19,145,IA,Page County,"2,056",14.6,667,22.9,428,20.9,"46,927"
19,147,IA,Palo Alto County,"1,001",11.5,294,15,201,14,"50,600"
19,149,IA,Plymouth County,"1,863",7.6,610,9.9,421,9,"62,745"
19,151,IA,Pocahontas County,897,12.9,290,18.5,204,17.5,"49,625"
19,153,IA,Polk County,"58,971",13.1,"20,067",17.6,"13,687",16.9,"61,028"
19,155,IA,Pottawattamie County,"11,120",12.3,"3,756",17.5,"2,545",16.4,"51,947"
19,157,IA,Poweshiek County,"2,063",12.1,519,13.8,351,12.6,"52,791"
19,159,IA,Ringgold County,804,16.6,283,24.5,196,22.7,"42,854"
19,161,IA,Sac County,"1,060",10.8,322,14.8,218,13.3,"49,513"
19,163,IA,Scott County,"20,437",12.2,"6,608",16.4,"4,422",15.2,"54,959"
19,165,IA,Shelby County,"1,118",9.6,323,12.1,223,11.2,"55,637"
19,167,IA,Sioux County,"2,405",7.5,808,8.8,552,8.3,"60,205"
19,169,IA,Story County,"16,276",19.5,"1,627",10.3,"1,021",9.1,"52,128"
19,171,IA,Tama County,"2,210",12.9,740,18,510,16.6,"54,957"
19,173,IA,Taylor County,793,13.1,242,17.4,170,16.9,"46,501"
19,175,IA,Union County,"1,560",12.8,524,18.5,351,17,"44,905"
19,177,IA,Van Buren County,"1,063",14.4,407,23.7,288,23.8,"42,555"
19,179,IA,Wapello County,"5,709",16.7,"1,683",21.9,"1,168",20.9,"42,414"
19,181,IA,Warren County,"2,925",6.3,949,8,672,7.4,"67,342"
19,183,IA,Washington County,"2,210",10.2,803,14.9,553,14.1,"56,243"
19,185,IA,Wayne County,"1,050",16.7,379,24.8,262,24.1,"42,006"
19,187,IA,Webster County,"5,550",16.3,"1,516",19.7,"1,025",18.5,"43,490"
19,189,IA,Winnebago County,"1,056",10.4,320,14.3,224,13.3,"50,703"
19,191,IA,Winneshiek County,"1,747",9.4,395,10.2,277,9.3,"55,984"
19,193,IA,Woodbury County,"15,151",15.2,"5,447",20.9,"3,726",20,"45,641"
19,195,IA,Worth County,823,11,250,15.4,173,14.1,"50,286"
19,197,IA,Wright County,"1,511",12,517,17.8,356,16.5,"50,108"
20,0,KS,Kansas,"381,506",13.5,"125,562",17.6,"83,873",16.4,"52,392"
20,1,KS,Allen County,"2,267",18.2,720,24.5,482,22.4,"39,196"
20,3,KS,Anderson County,"1,107",14.3,416,21.2,284,19.3,"45,368"
20,5,KS,Atchison County,"2,666",17.4,836,22,568,20.7,"44,199"
20,7,KS,Barber County,600,12.4,186,17.1,125,16.7,"51,676"
20,9,KS,Barton County,"4,739",17.8,"1,443",22,946,20.3,"46,942"
20,11,KS,Bourbon County,"2,637",18.4,"1,060",29.2,718,27.2,"38,430"
20,13,KS,Brown County,"1,680",17.3,657,26.9,430,24.6,"45,781"
20,15,KS,Butler County,"7,194",11.3,"2,380",14,"1,632",12.5,"60,123"
20,17,KS,Chase County,334,13.2,97,17.3,65,14.9,"47,025"
20,19,KS,Chautauqua County,555,16.4,180,26,128,25.4,"39,120"
20,21,KS,Cherokee County,"3,573",17.4,"1,361",27.4,895,23.8,"40,686"
20,23,KS,Cheyenne County,303,11.5,100,18.4,69,16.9,"41,797"
20,25,KS,Clark County,270,13,98,17.2,64,15.8,"47,650"
20,27,KS,Clay County,887,10.9,305,16.1,209,15.4,"53,131"
20,29,KS,Cloud County,"1,250",14,392,18.8,252,17.4,"42,697"
20,31,KS,Coffey County,905,10.9,246,13.3,167,11.6,"55,705"
20,33,KS,Comanche County,213,11.4,82,16.4,53,15.4,"45,353"
20,35,KS,Cowley County,"5,086",15,"1,773",21.1,"1,183",19.6,"45,180"
20,37,KS,Crawford County,"7,764",20.8,"2,096",25,"1,403",23.5,"38,491"
20,39,KS,Decatur County,389,13.9,107,18.8,73,18.6,"41,434"
20,41,KS,Dickinson County,"2,115",11.1,733,16,514,15.3,"47,493"
20,43,KS,Doniphan County,"1,109",15,349,20.9,236,19.3,"47,599"
20,45,KS,Douglas County,"20,961",19.4,"3,345",15.3,"2,206",14.1,"49,246"
20,47,KS,Edwards County,314,10.5,100,14,67,13,"49,256"
20,49,KS,Elk County,461,17.4,151,28.3,108,25.7,"36,471"
20,51,KS,Ellis County,"3,646",13,773,12.3,526,12.3,"49,508"
20,53,KS,Ellsworth County,670,12.4,154,14.1,103,13.3,"46,961"
20,55,KS,Finney County,"6,871",18.8,"2,934",25.7,"1,921",24.4,"48,609"
20,57,KS,Ford County,"5,106",15,"2,230",21.6,"1,426",20.4,"51,144"
20,59,KS,Franklin County,"3,328",13.3,"1,176",18.9,796,17.2,"50,745"
20,61,KS,Geary County,"4,966",13.9,"2,224",20.4,"1,510",22.4,"41,193"
20,63,KS,Gove County,277,10.4,98,15.4,67,14.8,"50,886"
20,65,KS,Graham County,304,12,89,17.6,59,17.3,"45,341"
20,67,KS,Grant County,844,10.9,416,16.7,292,15.9,"60,279"
20,69,KS,Gray County,497,8.3,200,11.4,132,10.1,"58,543"
20,71,KS,Greeley County,138,10.8,49,15.3,34,15.5,"52,795"
20,73,KS,Greenwood County,"1,048",16.9,329,24.9,215,21.6,"39,732"
20,75,KS,Hamilton County,333,12.8,140,18.2,93,16.9,"47,709"
20,77,KS,Harper County,733,12.9,285,21,197,20.7,"50,525"
20,79,KS,Harvey County,"4,265",12.8,"1,589",18.5,965,15.6,"55,074"
20,81,KS,Haskell County,436,10.7,175,14.9,117,13.6,"59,596"
20,83,KS,Hodgeman County,166,8.8,41,9.6,27,9.6,"52,394"
20,85,KS,Jackson County,"1,377",10.3,496,14.5,324,12.7,"53,796"
20,87,KS,Jefferson County,"1,745",9.4,584,13.4,394,11.8,"56,927"
20,89,KS,Jewell County,407,13.5,110,18.8,75,16.9,"44,101"
20,91,KS,Johnson County,"37,315",6.6,"11,484",8,"7,888",7.5,"76,104"
20,93,KS,Kearny County,465,12.2,212,18.8,143,17.6,"53,484"
20,95,KS,Kingman County,836,11.2,270,16.7,192,16,"53,378"
20,97,KS,Kiowa County,302,12.8,70,13.6,47,13.4,"46,318"
20,99,KS,Labette County,"3,754",18.3,"1,313",27.2,895,25.9,"40,822"
20,101,KS,Lane County,183,10.9,63,17.9,43,16.7,"53,739"
20,103,KS,Leavenworth County,"7,856",10.9,"2,653",14,"1,781",12.9,"65,549"
20,105,KS,Lincoln County,395,12.7,140,18.6,97,17.5,"44,896"
20,107,KS,Linn County,"1,388",14.8,483,22.1,330,19.4,"44,520"
20,109,KS,Logan County,266,9.7,77,12.6,53,11.9,"49,852"
20,111,KS,Lyon County,"5,721",18,"1,549",21.1,931,17.5,"43,038"
20,113,KS,McPherson County,"2,478",8.8,717,10.8,461,9.5,"57,878"
20,115,KS,Marion County,"1,360",11.9,384,14.8,263,13.4,"47,723"
20,117,KS,Marshall County,"1,094",11.1,317,13.9,222,13.4,"47,901"
20,119,KS,Meade County,494,11.7,185,15.8,123,13.2,"53,903"
20,121,KS,Miami County,"3,061",9.5,995,12.1,675,10.9,"63,924"
20,123,KS,Mitchell County,674,11.2,214,16,145,15.2,"48,645"
20,125,KS,Montgomery County,"5,888",18,"1,975",24.8,"1,307",23.2,"42,221"
20,127,KS,Morris County,703,12.5,232,19.5,164,19,"44,774"
20,129,KS,Morton County,335,11.1,123,15.5,81,14.1,"55,378"
20,131,KS,Nemaha County,974,9.9,303,11.9,204,11,"54,149"
20,133,KS,Neosho County,"2,804",17.7,"1,021",25.7,718,25.8,"41,527"
20,135,KS,Ness County,301,10,100,14.1,69,13.1,"51,923"
20,137,KS,Norton County,639,13.5,171,16.4,116,15.6,"44,846"
20,139,KS,Osage County,"2,021",12.9,621,16.7,426,15.1,"52,749"
20,141,KS,Osborne County,470,12.9,157,20.8,108,20,"38,848"
20,143,KS,Ottawa County,620,10.4,185,13,125,11.7,"52,744"
20,145,KS,Pawnee County,817,13.9,201,16.9,127,15.1,"47,351"
20,147,KS,Phillips County,621,11.4,244,19.2,171,18.7,"45,856"
20,149,KS,Pottawatomie County,"2,262",10,776,11.7,522,11,"65,373"
20,151,KS,Pratt County,974,10.3,374,15.7,252,15.1,"54,701"
20,153,KS,Rawlins County,299,11.8,84,16.6,58,16.2,"44,932"
20,155,KS,Reno County,"9,577",15.8,"3,052",21.1,"2,068",19.5,"46,533"
20,157,KS,Republic County,594,12.7,166,18.2,116,17.8,"42,381"
20,159,KS,Rice County,"1,369",14.7,467,19.9,311,18.7,"49,152"
20,161,KS,Riley County,"13,379",20.2,"2,150",16.5,"1,289",16.4,"46,468"
20,163,KS,Rooks County,608,12,193,16.3,137,15.9,"48,383"
20,165,KS,Rush County,379,12.1,119,19.2,83,17.3,"43,083"
20,167,KS,Russell County,913,13.3,295,19.8,198,19.2,"45,443"
20,169,KS,Saline County,"7,044",13,"2,455",18.6,"1,648",17.8,"48,460"
20,171,KS,Scott County,411,8.3,162,12.5,114,11.7,"56,032"
20,173,KS,Sedgwick County,"73,532",14.7,"25,795",19.4,"17,797",18.9,"51,175"
20,175,KS,Seward County,"3,617",15.7,"1,562",21.5,"1,023",20.6,"47,381"
20,177,KS,Shawnee County,"26,058",15,"8,804",20.8,"5,633",18.4,"52,795"
20,179,KS,Sheridan County,273,10.9,94,15.9,65,13.9,"52,300"
20,181,KS,Sherman County,968,16.2,329,23,222,22.1,"43,100"
20,183,KS,Smith County,500,13.5,133,18.2,94,17.9,"41,303"
20,185,KS,Stafford County,594,14.1,199,19.6,133,16.8,"45,945"
20,187,KS,Stanton County,236,11.5,102,17.4,70,16.8,"56,591"
20,189,KS,Stevens County,554,9.7,244,13.7,165,12.5,"59,773"
20,191,KS,Sumner County,"3,064",13.3,"1,100",19,711,16.8,"52,476"
20,193,KS,Thomas County,851,11.3,240,13.4,155,12.7,"50,639"
20,195,KS,Trego County,279,9.9,61,12.1,42,11.4,"46,859"
20,197,KS,Wabaunsee County,666,9.6,247,14.3,167,13.8,"59,160"
20,199,KS,Wallace County,178,12,47,12.7,32,11.3,"49,109"
20,201,KS,Washington County,590,10.8,184,14.7,127,13.5,"43,264"
20,203,KS,Wichita County,246,11.5,87,15.3,58,14.4,"53,447"
20,205,KS,Wilson County,"1,478",16.7,548,25.8,385,24.2,"39,764"
20,207,KS,Woodson County,569,18.4,168,26.2,110,22.4,"35,502"
20,209,KS,Wyandotte County,"39,074",24.4,"15,554",34.5,"10,033",31.8,"37,087"
21,0,KY,Kentucky,"812,803",19,"256,368",25.9,"171,281",24,"42,914"
21,1,KY,Adair County,"4,644",26.3,"1,469",38.3,"1,006",36,"31,558"
21,3,KY,Allen County,"3,816",19,"1,396",29.3,944,26.9,"39,801"
21,5,KY,Anderson County,"2,450",11.3,880,17.2,607,15.7,"54,331"
21,7,KY,Ballard County,"1,359",16.8,423,24,290,21.6,"44,732"
21,9,KY,Barren County,"8,247",19.5,"2,892",29.2,"1,977",27.5,"37,666"
21,11,KY,Bath County,"2,733",22.7,"1,020",33.8,704,31.8,"34,126"
21,13,KY,Bell County,"8,955",33.5,"2,647",45.1,"1,761",42.9,"24,868"
21,15,KY,Boone County,"10,009",8,"3,828",11.3,"2,612",10.5,"66,939"
21,17,KY,Bourbon County,"3,774",19.2,"1,269",28.5,899,27.2,"42,812"
21,19,KY,Boyd County,"10,705",23.1,"3,480",34.7,"2,105",29.2,"40,224"
21,21,KY,Boyle County,"4,627",17.5,"1,408",24.2,960,22.4,"41,538"
21,23,KY,Bracken County,"1,540",18.6,507,25.7,342,23.5,"41,910"
21,25,KY,Breathitt County,"4,340",33,"1,187",44.1,803,42.5,"28,647"
21,27,KY,Breckinridge County,"3,740",19.2,"1,214",27.3,857,25.7,"41,547"
21,29,KY,Bullitt County,"9,474",12.3,"3,063",17.4,"2,078",15.4,"54,924"
21,31,KY,Butler County,"2,596",20.6,874,31,583,27.9,"35,219"
21,33,KY,Caldwell County,"2,282",18.2,782,28.4,555,27.5,"42,640"
21,35,KY,Calloway County,"7,052",20.2,"1,669",24.7,"1,114",23.1,"37,705"
21,37,KY,Campbell County,"11,724",13.2,"3,496",17.7,"2,415",17.1,"52,349"
21,39,KY,Carlisle County,833,17,299,27.6,203,25.2,"40,701"
21,41,KY,Carroll County,"2,139",20.4,757,28.2,517,28.3,"43,615"
21,43,KY,Carter County,"6,322",23.9,"1,955",32.6,"1,256",29,"34,991"
21,45,KY,Casey County,"4,699",30.6,"1,481",42.6,"1,011",40.9,"29,344"
21,47,KY,Christian County,"14,868",21.6,"6,113",30.4,"4,087",31.5,"36,736"
21,49,KY,Clark County,"5,615",16,"2,015",25.3,"1,430",24.2,"49,012"
21,51,KY,Clay County,"7,267",38.2,"1,982",46.8,"1,293",43.9,"25,215"
21,53,KY,Clinton County,"2,565",25.7,835,37.5,579,35.1,"28,341"
21,55,KY,Crittenden County,"1,823",20.3,642,31.2,436,28.3,"38,338"
21,57,KY,Cumberland County,"1,841",27.8,534,37.8,376,36.4,"29,067"
21,59,KY,Daviess County,"14,370",15,"4,980",21.5,"3,318",19.9,"43,390"
21,61,KY,Edmonson County,"2,366",19.9,646,28.4,444,26.1,"38,544"
21,63,KY,Elliott County,"2,133",32.4,569,40.2,388,36.1,"30,556"
21,65,KY,Estill County,"4,254",29.8,"1,175",38,771,33.4,"30,333"
21,67,KY,Fayette County,"59,007",19.8,"15,231",23.7,"9,419",20.9,"48,552"
21,69,KY,Fleming County,"2,795",19.3,"1,045",30.2,724,29.3,"35,878"
21,71,KY,Floyd County,"11,702",31.1,"3,649",44.3,"2,282",39.9,"30,127"
21,73,KY,Franklin County,"6,184",12.9,"2,178",21.3,"1,493",20,"49,400"
21,75,KY,Fulton County,"1,812",31.2,583,44.9,390,43.4,"30,671"
21,77,KY,Gallatin County,"1,419",16.7,543,25.5,370,23.4,"45,483"
21,79,KY,Garrard County,"3,004",18,970,26.7,657,23.7,"43,647"
21,81,KY,Grant County,"4,103",16.9,"1,706",25.9,"1,193",24.5,"46,226"
21,83,KY,Graves County,"6,550",17.7,"2,315",26,"1,592",24.6,"39,247"
21,85,KY,Grayson County,"5,488",21.7,"1,852",30.5,"1,290",29.1,"35,726"
21,87,KY,Green County,"2,339",21.5,670,29.6,460,26.8,"33,640"
21,89,KY,Greenup County,"5,846",16.4,"1,748",22.5,"1,144",19.6,"42,452"
21,91,KY,Hancock County,"1,193",13.8,413,18.9,280,17.1,"50,358"
21,93,KY,Hardin County,"14,905",14.3,"5,755",21.8,"3,992",20.9,"50,407"
21,95,KY,Harlan County,"9,436",34.2,"2,684",42.6,"1,742",40.1,"26,351"
21,97,KY,Harrison County,"3,386",18.5,"1,025",24.2,726,23,"41,406"
21,99,KY,Hart County,"4,200",23,"1,498",33.7,"1,056",32.1,"38,038"
21,101,KY,Henderson County,"8,227",18.1,"2,878",27.2,"1,887",24.6,"43,040"
21,103,KY,Henry County,"2,814",18.3,927,25.7,640,23.6,"43,799"
21,105,KY,Hickman County,828,18.4,269,29.3,183,25.3,"41,588"
21,107,KY,Hopkins County,"7,594",16.9,"2,574",24.9,"1,745",22.9,"42,477"
21,109,KY,Jackson County,"3,514",26.8,"1,036",36,713,33.4,"29,090"
21,111,KY,Jefferson County,"124,850",16.8,"40,184",23.9,"26,319",22.1,"48,264"
21,113,KY,Jessamine County,"7,190",14.7,"2,649",21.6,"1,840",20.7,"51,227"
21,115,KY,Johnson County,"5,817",25.6,"1,626",31.5,"1,077",29.3,"34,271"
21,117,KY,Kenton County,"24,923",15.5,"8,735",22.3,"5,801",20.9,"54,728"
21,119,KY,Knott County,"5,113",33.7,"1,398",44.1,930,40.8,"27,709"
21,121,KY,Knox County,"10,824",34.9,"3,608",49,"2,565",48.7,"26,048"
21,123,KY,Larue County,"2,486",18,854,27.8,592,25.5,"40,312"
21,125,KY,Laurel County,"14,610",24.7,"4,832",35,"3,105",30.6,"34,678"
21,127,KY,Lawrence County,"4,041",25.9,"1,181",33.1,781,30.7,"32,835"
21,129,KY,Lee County,"2,292",35,632,45.1,432,41.4,"25,473"
21,131,KY,Leslie County,"3,514",33,890,38.4,630,38.7,"27,777"
21,133,KY,Letcher County,"6,949",30.1,"1,833",37.1,"1,234",34.7,"28,574"
21,135,KY,Lewis County,"4,707",34.4,"1,391",44.9,933,41.9,"30,217"
21,137,KY,Lincoln County,"6,650",27.6,"2,003",35.3,"1,367",33,"35,368"
21,139,KY,Livingston County,"1,299",14.1,429,23,298,22.1,"42,892"
21,141,KY,Logan County,"4,486",16.9,"1,645",25.9,"1,110",24,"41,150"
21,143,KY,Lyon County,"1,108",15.4,287,22.7,197,21.2,"43,067"
21,145,KY,McCracken County,"11,214",17.5,"3,628",26,"2,485",24.6,"41,216"
21,147,KY,McCreary County,"7,525",47,"1,927",50.2,"1,318",49.1,"24,265"
21,149,KY,McLean County,"1,580",16.9,535,24.4,363,22.9,"42,288"
21,151,KY,Madison County,"15,947",19.7,"4,119",22.9,"2,720",20.8,"44,358"
21,153,KY,Magoffin County,"3,850",30.2,"1,191",41,784,35.6,"29,421"
